timestamp,elapsed_s,raw,voltage
2025-12-02T11:25:27.289628,82.988,251,1.227
2025-12-02T11:25:27.326222,83.024,255,1.246
2025-12-02T11:25:27.402327,83.100,255,1.251
2025-12-02T11:25:27.437218,83.135,255,1.251
2025-12-02T11:25:27.469064,83.167,255,1.251
2025-12-02T11:25:27.501229,83.199,255,1.251
2025-12-02T11:25:27.533048,83.231,255,1.251
2025-12-02T11:25:27.565465,83.263,255,1.251
2025-12-02T11:25:27.597566,83.296,255,1.251
2025-12-02T11:25:27.630236,83.328,255,1.251
2025-12-02T11:25:27.660767,83.359,255,1.251
2025-12-02T11:25:27.692876,83.391,255,1.251
2025-12-02T11:25:27.725890,83.424,255,1.251
2025-12-02T11:25:27.756825,83.455,255,1.251
2025-12-02T11:25:27.788307,83.486,255,1.251
2025-12-02T11:25:27.820073,83.518,255,1.251
2025-12-02T11:25:27.851405,83.549,255,1.251
2025-12-02T11:25:27.889101,83.587,255,1.251
2025-12-02T11:25:27.921294,83.619,255,1.251
2025-12-02T11:25:27.953116,83.651,255,1.251
2025-12-02T11:25:27.985395,83.683,255,1.251
2025-12-02T11:25:28.017483,83.715,255,1.251
2025-12-02T11:25:28.051598,83.750,255,1.251
2025-12-02T11:25:28.085072,83.783,255,1.251
2025-12-02T11:25:28.117960,83.816,255,1.251
2025-12-02T11:25:28.151770,83.850,255,1.251
2025-12-02T11:25:28.185023,83.883,255,1.251
2025-12-02T11:25:28.226265,83.924,255,1.251
2025-12-02T11:25:28.258042,83.956,255,1.251
2025-12-02T11:25:28.290480,83.988,255,1.251
2025-12-02T11:25:28.321778,84.020,255,1.251
2025-12-02T11:25:28.357200,84.055,255,1.251
2025-12-02T11:25:28.391823,84.090,255,1.251
2025-12-02T11:25:28.435404,84.133,255,1.251
2025-12-02T11:25:28.467913,84.166,255,1.251
2025-12-02T11:25:28.515361,84.213,255,1.251
2025-12-02T11:25:28.548468,84.246,255,1.251
2025-12-02T11:25:28.579858,84.278,255,1.251
2025-12-02T11:25:28.613454,84.311,255,1.251
2025-12-02T11:25:28.655348,84.353,255,1.251
2025-12-02T11:25:28.690787,84.389,255,1.251
2025-12-02T11:25:28.738148,84.436,255,1.251
2025-12-02T11:25:28.770457,84.468,255,1.251
2025-12-02T11:25:28.865276,84.563,255,1.251
